type,title,description,country,author,link
data-source,Freedom House: Freedom in the World,"Rates countries Free, Partially Free, or Not Free, and provides sub-scores in political rights and civil liberties. Data from 1998 to now.",,,https://freedomhouse.org/report/freedom-world/freedom-world-2016
data-source,CIRI Human Rights Data Project,"The CIRI dataset ""contains standards-based quantitative information on government respect for 15 internationally recognized human rights for 195 countries, annually from 1981-2009.""",,,http://www.humanrightsdata.com/
data-source,Global Integrity Index,The Global Integrity Report is a tool for understanding governance and anti-corruption mechanisms at the national level. Latest results from 2013.,,,http://www.globalintegrity.org/report
data-source,Global Corruption Barometer,"Transparency International's ""Global Corruption Barometer is a survey that assesses general public attitudes toward, and experience of, corruption in dozens of countries around the world.""",,,http://www.transparency.org/research/gcb/overview
data-source,Corruption Perceptions Index,"Transparency International's CPI ranks almost 200 countries by their perceived levels of corruption, as determined by expert assessments and opinion surveys.",,,http://www.transparency.org/research/cpi/overview
data-source,"Middle East Political Events Data, 1979-1995","Machine-coded dataset created by parsing the leads from Reuters articles. Data presented as source (subject), target (object), and action (verb). Covers the Levant area (Egypt, Israel, Jordan, Syria, Iraq, Kuwait, Lebanon, and Palestine) and the United St",,,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/06699
data-source,Inter-University Consortium for Political and Social Research (ICPSR),"Compilation of polling information. Searchable repository of datasets for use with statistical software (e.g. Stata and SPSS). Includes variety of social science studies and surveys, including but not limited to public opinion research. Note: Access for H",,,http://www.icpsr.umich.edu/icpsrweb/ICPSR/index.jsp
data-source,Fragile States Index,"Once known as the Failed States Index, the FFP renamed the index in 2014 to ""Fragile States Index"" to better label the actual circumstances of the states listed.",,,http://www.fundforpeace.org/global/?q=fsi
data-source,Fragile States Index,"The Fund for Peace (FFP) assigns scores for 12 political, economic, and social indicators then combines them for overall determination of failing state status. Rankings and final scores provided. Country profiles are included.",,,http://www.fundforpeace.org/global/?q=fsi
data-source,International Voter Turnout,"Voter turnout figures for national presidential and parliamentary elections. Includes only elections held in independent states with universal franchise and some degree of competitiveness. Indicators: registered voters, voting age population, spoilt ballo",,,http://www.idea.int/vt/
data-source,Democracy Index (The Economist),"Economist Intelligence Unit's Democracy Index for 2008 only. Scores given for five categories of democratic performance: electoral process and pluralism, functioning of government, political participation, political culture, and civil liberties.",,,http://www.economist.com/node/12499352
data-source,"Electoral Knowledge Network: Ace Project, Comparative Statistics","Classifies countries based on their electoral methods, over 180 countries includes. Provides the latest information.",,,http://aceproject.org/epic-en
data-source,CIA World Factbook,Provides up-to-date U.S. government profiles of virtually all countries and territories.,,,https://www.cia.gov/library/publications/the-world-factbook/
data-source,The World Bank Governance and Anti-Corruption Data,Data sets from the World Bank Governance group.,,,http://data.worldbank.org/indicator/IQ.CPA.TRAN.XQ
data-source,Worldwide Governance Indicator,"Provided by the World Bank. Select an economy and generate charts and tables and have the option of comparing the results with previous years, with regional averages, or with income group averages, as well as have access to underlying individual ratings.",,,http://data.worldbank.org/data-catalog/worldwide-governance-indicators
data-source,Angus Reid Institute Public Interest Research: Terrorism,"Concise articles describing the latest polling results and news related to terrorism from throughout the world. Use the site's ""Global Opinion Monitor"" for alternative polled topics.",,,http://angusreid.org/?s=terror
data-source,Gallup: Terrorism in the United States,Selected poll results regarding American public’s attitude toward terrorism.,,,http://www.gallup.com/poll/4909/Terrorism-United-States.aspx
data-source,Polling Report: Terrorism,Provides only basic results for domestic polls on terrorism.,,,http://www.pollingreport.com/terror.htm
data-source,Perspectives on Trade and Poverty Reduction: Key Findings Report 2007,"A project of GMF’s Economic Policy program, is a survey of transatlantic public opinion on international trade, economic development, and poverty reduction. Conducted in France, Germany, Italy, Poland, Slovakia, the United Kingdom, and the United States",,,http://www.gmfus.org//static/gtr_site/2007TPSurvey-FINAL.pdf
data-source,Transatlantic Trends: Immigration and Leaders,The German Marshall Fund of the United States has a foreign policy poll that shows how leaders' opinions differ from public opinion and a survey of public opinion in North America and Europe on the state of transatlantic relations. Last updated in 2014.,,,http://trends.gmfus.org/
data-source,ADL Global 100: An Index of Anti-Semitism,Anti-Defamation League (ADL) presents interactive survey results of anti-Semitic attitudes held by individuals around the world.,,,http://global100.adl.org/
data-source,The Chicago Council on Global Affairs: Public Opinion Surveys,"The Chicago Council supports regular public opinion studies focusing on global affairs and international relations. Most polling is done in the U.S., but represents Americans’ views on global issues. The Council has recently increased its support for poll",,,http://www.thechicagocouncil.org/publications?f[1]=sm_field_issue_link%3Ataxonomy_term%3A22
data-source,"Voice of the People, 2007","Poll of social and political issues, including democracy, electoral freedom, attitudes toward society, personal political leaning, environment, global influence of major powers, and demographic information. Results from 60 countries (includes Pakistan, Tu",,,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/21441
data-source,World Values Survey,"Polls focusing on cultural values. This comprehensive source is commonly cited in social science literature and includes 73 countries (includes Iran, Iraq, Saudi Arabia, Pakistan, Jordan, Egypt, Morocco, Algeria, Indonesia).",,,http://www.worldvaluessurvey.org/WVSContents.jsp
data-source,Gallup: Muslim World,Selected poll and search results regarding public attitudes in the Muslim world.,,,http://www.gallup.com/topic/muslim_world.aspx
data-source,Terror Free Tomorrow Public Opinion Surveys,Variety of surveys of Muslim countries with access to full reports. Research focus is understanding support for terrorism.,,,http://www.terrorfreetomorrow.org/template.php?section=PL
data-source,"Youth, Emotional Energy, and Political Violence: The Cases of Egypt and Saudi Arabia Survey, 2005","Survey explores the sociopolitical and cultural attitudes of young Egyptians and Saudis. Data focus on sources of epistemic authorities, awareness of development ideas, attitudes toward political and social issues, and religiosity.",,,http://www.thearda.com/Archive/Files/Descriptions/ARABYTH.asp
data-source,Arab Barometer,"The Arab Democracy Barometer was established in 2005 by the Institute for Social Research of the University of Michigan in close collaboration with institutions and scholars in the Arab world. Survey results from Jordan, Palestine, Morocco, Algeria and",,,http://arabbarometer.org/
data-source,Information International,Information International is a leading Beirut-based research consultancy firm. Provides reports with percentage results for a variety of surveys conducted in the Arab world. Most polls conducted in Lebanon and others in Saudi Arabia and Palestinian Territ,,,http://www.information-international.com/index.php/expertise/opinion-polls
data-source,Anwar Sadat Chair: Public Opinion Polls and Reports,"Public opinion polls and reports surveying American, Israeli, Arab, and others' attitudes on current events in the Middle East from 2010 to now.",,,https://sadat.umd.edu/landing/Polls
data-source,Israeli Public Opinion,An Israeli public opinion database by the Institute for National Security Studies (Tel Aviv).,,,http://www.inss.org.il/index.aspx?id=4414
data-source,War and Peace Index,The War and Peace Index is an ongoing public-opinion survey project aimed at systematically tracking the prevailing trends in Israeli public opinion on the regional conflict and its effects on Israeli society. Includes poll results from 1994 to 2007.,,,http://www.tau.ac.il/peace/
data-source,Voter Education Survey: Pakistan National and Provincial Elections 2007/2008,A survey conducted by the Asia Foundation in Pakistan. This is the latest version released.,,,http://www.asiafoundation.org/resources/pdfs/PKvoteredsurvey.pdf
data-source,"American Terrorism Study, 1980-2002",Data collections relate specifically to acts of American terrorism from ICPSR. Note: Access for Haverford users but requires setting up an individual account.,,,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/04639
data-source,International Terrorism: Attributes of Terrorist Events (ITERATE),"ICPSR is one of the most comprehensive databases available. Data on global terrorist acts includes the following fields: type of attack, location of the beginning and end of the incident, terrorist group involved, casualties, fatalities; information about",,,http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/07947
data-source,Opinion Research Business,Provides market and opinion research from over 80 countries.,,,http://www.orb-international.com/index.php
data-source,ABC News National Poll in Iraq,"The national poll was conducted by ABC News, the BBC, ARD German TV and the Japanese broadcaster NHK in 2008. Link to the ABC News article.",,,http://abcnews.go.com/PollingUnit/story?id=4444000&page=1
data-source,ABC News National Public Opinion Poll in Afghanistan,"A national public opinion poll in Afghanistan by ABC News, the BBC and ARD German TV from 2009. Link to ABC news article.",,,http://abcnews.go.com/PollingUnit/story?id=6787686&page=1
data-source,Afghanistan: A Survey of the Afghan People,A poll of the Afghan people from 2004-2015 by The Asia Foundation.,,,http://www.asiafoundation.org/country/afghanistan/2011-poll.php
data-source,Pew Forum on Religion and Public Life,Data set from U.S. survey of American Muslims and more.,,,http://www.pewforum.org/Datasets/Dataset-Download.aspx
data-source,Pew Global Attitudes Project,Data sets from international polls 2001-2014.,,,http://www.pewglobal.org/category/datasets/
data-source,Pew Research Center: The People and the Press Project,"Covers diverse survey topics and provides good access to datasets and questionnaires. Datasets from Pew polls taken in the United States, mostly political, some religion- or social-based poll results.Includes the following polls: The People, The Press & P",,,http://www.people-press.org/category/datasets/
data-source,World Public Opinion,"Articles present major public opinion survey results worldwide. Generally provides comprehensive reports, few full datasets.",,,http://www.worldpublicopinion.org/
data-source,Roper Center Public Opinion Archives,Oldest and largest archive of public opinion data in the world. Subscribers only. Full datasets available by subscription. Database search and study documentation available free.,,,http://www.ropercenter.uconn.edu/
data-source,Public Opinion Poll Question Database,"Database from the Odum Institute at the University of North Carolina. Useful for U.S. domestic polls on standard political and social questions. ""Particular strengths include Harris Poll questions, 1958-present, questions from National Network of State Po",,,http://www.odum.unc.edu/odum/contentPrimary.jsp?nodeid=7
data-source,Terrorism and Preparedness Survey Archive,"Archives national and international survey data and related research materials about terrorism, homeland security, and preparedness.",,,http://www.icpsr.umich.edu/icpsrweb/TPDRC/surveys.jsp
data-source,Polling the Nations,"A multi-topic source with more than 14,000 surveys conducted by over 1,000 polling organizations in the United States and 100 other countries. Offers good topic/category search.",,,http://orspub.com/
data-source,Perry-Castañeda Map Collection: Ethnographic Maps,Provides maps of the ethnographic and religious breakdown of populations by country.,,,http://www.lib.utexas.edu/maps/thematic.html#ethnography.html
data-source,Historical Information and Maps of the World's Countries (OSU),"A handful of country maps, including ethno-religious distributions in Iraq and Iran, world Muslim distribution, and Muslim percentage by country. Created by The Ohio State University.",,,http://ehistory.osu.edu/countries
data-source,Major U.S. State Department Publications,"Links to all major publications, including annual Country Reports on Terrorism, Background Notes (country profiles), Human Rights Reports, and the Religious Freedom Report.",,,http://www.state.gov/r/pa/ei/rls/dos/221.htm
data-source,UN Pulse,"Provides selected just-released UN online information, major reports, publications and documents.",,,http://un-library.tumblr.com/
data-source,UN Counter-Terrorism Committee,"The official website of the UN’s Counter-Terrorism Committee. Hosts documents, resolutions, history, and other information, as well as links to other UN organizations involved in counter-terrorism.",,,http://www.un.org/en/sc/ctc/
data-source,Congressional Research Service Reports,A Google-powered search interface for CRS reports in PDF format.,,,http://zfacts.com/p/576.html
data-source,Congressional Research Service Reports,The Open CRS site is not active at this time (starting 10/2014). This google link provides access to Open CRS PDFs of the reports previously on their site.,,,http://zfacts.com/p/576.html
data-source,Bureau of International Security and Nonproliferation (ISN) List of Treaties and Agreements,The Bureau of International Security and Nonproliferation provides a full-text list of agreements related to their mission. The ISN is a bureau within the U.S. State Department.,,,http://www.state.gov/t/isn/trty/index.htm
data-source,"Bureau of Arms Control, Verification and Compliance (AVC) List of Treaties and Agreements","The Bureau of Arms Control, Verification and Compliance (AVC) is a bureau within the U.S. State Department. The AVC focuses on arms control, verification and compliance with international arms control, nonproliferation, and disarmament agreements or commi",,,http://www.state.gov/t/avc/trty/index.htm
data-source,The American Society of International Law (ASIL),Provides links to further sources of international treaty information. Includes a section on finding non-US treaties.,,,http://www.asil.org/erg/?page=treaties
data-source,Guantánamo Docket,Database of documents and analysis about prisoners detained at Guantánamo as enemy combatants. Documents include both reports and hearings released by government agencies as well as classified documents given to WikiLeaks.,,,http://projects.nytimes.com/guantanamo
data-source,Treaties in Force (U.S. State Department),"Divided into a bilateral list and a multilateral list, briefly describes all treaties to which the U.S. is a party.",,,http://www.state.gov/s/l/treaty/tif/index.htm
data-source,Electronic Information System for International Law (EISIL),"Large database of basic information about international agreements, including links to the best versions of the texts available on the web.",,,http://www.eisil.org/
data-source,United Nations Treaty Collection,Includes databases of treaties and international agreements registered or filed and recorded with and published by the Secretariat since 1946.,,,http://treaties.un.org/home.aspx
data-source,Political Handbook of the World,Provides descriptions of significant political parties in every country.,,,http://library.cqpress.com/phw/
data-source,Building a Global Terrorism Database,This book provides datasets on terrorist attacks in its appendices.,,,https://www.ncjrs.gov/pdffiles1/nij/grants/214260.pdf
data-source,Islamic Para-Military Groups,Global Security provides a list of Islamic para-military groups sorted by geographic region.,,,http://www.globalsecurity.org/military/world/para/para-islamic.htm
data-source,U.S. Government Designated Foreign Terrorist Organizations,A list and description of U.S. Government designated foreign terrorist organizations from the State Department.,,,http://www.state.gov/j/ct/rls/other/des/123085.htm
data-source,ASN Aviation Safety Database,"The ASN Safety Database, updated every week, contains descriptions of over 12,200 airliner, military transport category aircraft and corporate jet aircraft safety occurrences since 1943.",,,http://aviation-safety.net/database/
data-source,U.S. State Department's Country Reports on Terrorism,"U.S. law requires the Secretary of State to provide Congress, by April 30 of each year, a full and complete report on terrorism with regard to those countries and groups meeting criteria set forth in the legislation. Data in chronolgical format.",,,http://www.state.gov/j/ct/rls/crt/
data-source,Uppsala Conflict Data Program (UCDP) Database,"The Uppsala Conflict Data Program (UCDP) collects information on a large number of aspects of armed violence since 1946 and since the 1970s, UCDP has recorded ongoing violent conflicts.",,,http://www.pcr.uu.se/research/ucdp/datasets
data-source,Worldwide Incidents Tracking System (WITS),"The NCTC discontinued WITS in 2012. The data became part of the Global Terrorism Database (GTD), which is linked below.",,,https://www.start.umd.edu/gtd/
data-source,Worldwide Incidents Tracking System (WITS),"The U.S. National Counterterrorism Center (U.S. Government)'s database of global terrorist acts sorted by location, weapons, victims, facilities and perpetrators. The WITS database includes data from 1/1/2004 through 3/31/2010.",,,https://www.start.umd.edu/gtd/
data-source,Global Terrorism Database (GTD),"It includes data ""from 1970 through 2015 (with additional annual updates planned for the future). The GTD replaced WITS in 2012.",,,http://www.start.umd.edu/gtd/
data-source,Global Terrorism Database (GTD),"The National Consortium for the Study of Terrorism and Responses to Terrorism (START) at the University of Maryland is funded by the U.S. Department of Homeland Security. GTD is an open-source database including information on over 125,000 cases.",,,http://www.start.umd.edu/gtd/
data-source,Pro-Government Militias Database,"Whether in the Balkans, Afghanistan or the Arab Spring, pro-government militias have an important impact on conflict, on civilian well being and on the prospects for peace. The pro-government militia (PGM) project aims to increase our understanding of th	Political	http://www.sowi.uni-mannheim.de/militias/	Other	Reports/General Data
Pro-Government Militias Database	Whether in the Balkans, Afghanistan or the Arab Spring, pro-government militias have an important impact on conflict, on civilian well being and on the prospects for peace. The pro-government militia (PGM) project aims to increase our understanding of th",,,http://www.sowi.uni-mannheim.de/militias/
data-source,Islamic Parties,"Compilation of ""Islamic parties participating in parliamentary elections since 1970."" Created by Charles Kurzman, professor of sociology at UNC Chapel Hill.",,,http://kurzman.unc.edu/islamic-parties/
data-source,Democracy Barometer,"The project has developed an instrument to assess the quality of democracy in 30 established democracies and to measure the fine differences that exist between them. It allows for benchmarking between established democracies and, as democracy is seen as",,,http://www.democracybarometer.org/index.html
data-source,John Jay & ARTIS Transnational Terrorism Database,"Terrorists in our database are those who have directly contributed to the occurrence of a terrorist attack through participation in an active ""core"" network. The term transnational reflects an earlier purpose of the project, which was to extend existing d",,,http://doitapps.jjay.cuny.edu/jjatt/index.php
data-source,"Homegrown Extremism, 2001-2015",Just how real is the “homegrown” Islamist terrorist threat? The New America Foundation and Syracuse University’s Maxwell School of Public Policy have examined the post-9/11 cases of Americans or U.S. residents convicted or charged of some form of jihadist,,,http://securitydata.newamerica.net/extremists/analysis.html
data-source,40 maps that explain the world,"Maps can be a remarkably powerful tool for understanding the world and how it works, but they show only what you ask them to. So when we saw a post sweeping the Web titled “40 maps they didn’t teach you in school,” one of which happens to be a WorldViews",,,http://www.washingtonpost.com/blogs/worldviews/wp/2013/08/12/40-maps-that-explain-the-world/
data-source,Amnesty International Annual Reports,Reports available in numerous languages. Simply use search bar to find the report you are looking for.,,,https://www.amnesty.org/en/search/?q=&sort=relevance&documentType=Annual+Report
data-source,Amnesty International Annual Reports,"Reports on the status of human rights throughout the world. Report available on the Middle East and North Africa, including Algeria, Bahrain, Egypt, Iran, Iraq, Israel and the Occupied Palestinian Territories, Jordan, Kuwait, Lebanon, Libya, Morocco, etc",,,https://www.amnesty.org/en/search/?q=&sort=relevance&documentType=Annual+Report
data-source,Congressional Research Service Reports (CRS) and Issue Briefs,"This source does not include all of the CRS reports, as the CRS works exclusively for the US Congress and does not make its reports available to the public.",,,http://fpc.state.gov/c22679.htm
data-source,Congressional Research Service Reports (CRS) and Issue Briefs,"U.S. Department of State's list of ""Congressional Research Service Reports (CRS) and Issue Briefs sorted by date."" This source includes those reports and briefs which the US Department of State finds relevant to make publicly available.",,,http://fpc.state.gov/c22679.htm
data-source,Council on Foreign Relations: The Sunni-Shia Divide,"This interactive, multi-media data set discusses the Sunni-Shia divide. It covers numerous aspects including,""origins of the schism, modern tensions,"" faith practices, ""sectarian militants,"" and more.",,,http://www.cfr.org/peace-conflict-and-human-rights/sunni-shia-divide/p33176#!/#sectarian-militants
data-source,International Security Data Site,"New America’s International Security Program is focused on providing evidence-based analysis of international security issues,including the rise of political Islam, U.S. counterterrorism operations, and cyber warfare.",,,http://securitydata.newamerica.net/index.html
data-source,International Security Data Site,This data site houses all of the databases that the program has compiled in its effort to bring greater transparency to such issues.,,,http://securitydata.newamerica.net/index.html
data-source,Arab Spring Interactive Timeline,"The Guardian's interactive timeline of the Arab Spring that controls for country of event, type of event, and date. Ranges from December 2010- December 2011.",,,http://www.theguardian.com/world/interactive/2011/mar/22/middle-east-protest-interactive-timeline
data-source,ILOSTAT Database,ILO’s central statistics database ILOSTAT. The database includes information about over 230 countries and economies.,,,http://www.ilo.org/ilostat/faces/oracle/webcenter/portalapp/pagehierarchy/Page137.jspx?_afrLoop=204504904870285&clean=true#%40%3F_afrLoop%3D204504904870285%26clean%3Dtrue%26_adf.ctrl-state%3D15p6jyqb1u_9
data-source,World Bank Open Data,The database provides free and open data on issues global development.,,,http://data.worldbank.org/
data-source,"Drone Strikes Data: Charting the data for US airstrikes in Pakistan & Yemen, 2002-2016","The Long War Journal provides charts with data on casualties, targets, and locations of US airstrikes in Pakistan and Yemen. Regularly updated.",,,http://www.longwarjournal.org/pakistan-strikes
data-source,Arab Barometer,"Reports and surveys cover civilian responses to the meaning of democracy, economic concerns, citizenship and rights, the role of religion and social values, perceptions of public institutions, and Arab and international issues.",,,http://www.arabbarometer.org/content/about-center
data-source,15 Years of Terror Map,Map of terrorist incidents with more than 20 fatalities from 2000 to 2015.,,,http://brilliantmaps.com/terrorism-world-map/
data-source,The Global Extremist Registry,The Counter Extremism Project maintains a database of the leadership and financiers of extremist groups around the globe and country extremism and counter-extremism reports and much more.,,,http://www.counterextremism.com/extremists
data-source,Uppsala Conflict Data Program,"Provides up-to-date statistics on armed conflict around the world. Includes a database, datasets, and reports.",,,http://www.pcr.uu.se/research/ucdp/
data-source,Congressional Research Service Reports (CRS) and Issue Briefs,"Read the U.S. Department of State's CRS and issue briefs organized by date, region, and topic, including topics of terrorism and counterterrorism.",,,http://fpc.state.gov/c20427.htm
data-source,Suicide Attack Database,"CPOST's database on all suicide attacks from 1982-2015 with information about attack locations, targets, weapons, and demographic/general characteristics of suicide attackers.",,,http://cpostdata.uchicago.edu/search_new.php
data-source,Ethnic Power Relations Dataset,"This dataset ""identifies all politically relevant ethnic groups and their access to state power in every country of the world from 1946 to 2010.""",,,http://www.epr.ucla.edu/
data-source,Ethnic Armed Conflict Dataset,"This dataset ""is based on the armed conflict dataset established by Uppsala/PRIO and additionally codes whether conflicts were ethnic and/or secessionist.""",,,http://www.epr.ucla.edu/
data-source,Liveuamap,"Interactive news media platform. Includes maps, messages, pictures and videos from conflict zones around the world.",,,http://mideast.liveuamap.com/
data-source,Global Governance Monitor,"The Council on Foreign Relations tracks global cooperation and recommends policy options regarding armed conflict, crime, nuclear proliferation, global finance, oceans, climate change, public health, terrorism, human rights, & the internet.",,,http://www.cfr.org/global-governance/global-governance-monitor/p18985#!/
data-source,Global Conflict Tracker,"The Council on Foreign Relations tracks global conflicts, their statuses, and their impacts on US interests.",,,http://www.cfr.org/global/global-conflict-tracker/p32137#!/
data-source,Freedom of Information Act Electronic Reading Room (CIA),The CIA's FOIA ERR houses many declassified government documents.,,,https://www.cia.gov/library/readingroom/
jihadi-magazines,Amka Magazine #1,"First issue of al-Muhajiroun Emigrants in East Africa's magazine, Amka. Published in February 2015.",,Al-Muhajiroun Emigrants of East Africa,https://azelin.files.wordpress.com/2015/02/amka-magazine-1.pdf
jihadi-magazines,Amka Magazine #1,Released by jihadology.net,,Al-Muhajiroun Emigrants of East Africa,https://azelin.files.wordpress.com/2015/02/amka-magazine-1.pdf
jihadi-magazines,Amka Magazine #2,"Second issue of al-Muhajiroun Emigrants in East Africa's magazine, Amka. Published in July 2015.",,Al-Muhajiroun Emigrants of East Africa,https://azelin.files.wordpress.com/2015/07/amka-magazine-2.pdf
jihadi-magazines,Amka Magazine #2,Released by jihadology.net,,Al-Muhajiroun Emigrants of East Africa,https://azelin.files.wordpress.com/2015/07/amka-magazine-2.pdf
jihadi-magazines,Inspire Magazine #1,"First issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Summer 2010.",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2010/06/aqap-inspire-magazine-volume-1-uncorrupted.pdf
jihadi-magazines,Inspire Magazine #1,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2010/06/aqap-inspire-magazine-volume-1-uncorrupted.pdf
jihadi-magazines,Inspire Magazine #2,"Second issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Fall 2010",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2010/10/inspire-magazine-2.pdf
jihadi-magazines,Inspire Magazine #2,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2010/10/inspire-magazine-2.pdf
jihadi-magazines,Inspire Magazine #3,"Third issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in November 2010",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2010/11/inspire-magazine-3.pdf
jihadi-magazines,Inspire Magazine #3,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2010/11/inspire-magazine-3.pdf
jihadi-magazines,Inspire Magazine #4,"Fourth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Winter 2010",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2011/01/inspire-magazine-4.pdf
jihadi-magazines,Inspire Magazine #4,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2011/01/inspire-magazine-4.pdf
jihadi-magazines,Inspire Magazine #5,"Fifth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Spring 2011.",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2011/03/inspire-magazine-5.pdf
jihadi-magazines,Inspire Magazine #5,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2011/03/inspire-magazine-5.pdf
jihadi-magazines,Inspire Magazine #6,"Sixth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Summer 2011",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2011/09/inspire-magazine-6.pdf
jihadi-magazines,Inspire Magazine #6,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2011/09/inspire-magazine-6.pdf
jihadi-magazines,Inspire Magazine #7,"Seventh issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Fall 2011.",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2011/09/inspire-magazine-7.pdf
jihadi-magazines,Inspire Magazine #7,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2011/09/inspire-magazine-7.pdf
jihadi-magazines,Inspire Magazine #8,"Eighth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Fall 2011.",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2012/05/inspire-magazine-8.pdf
jihadi-magazines,Inspire Magazine #8,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2012/05/inspire-magazine-8.pdf
jihadi-magazines,Inspire Magazine #9,"Ninth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Winter 2012.",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2012/05/inspire-magazine-9.pdf
jihadi-magazines,Inspire Magazine #9,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2012/05/inspire-magazine-9.pdf
jihadi-magazines,Inspire Magazine #10,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2013/03/inspire-magazine-issue-10.pdf
jihadi-magazines,Inspire Magazine #10,"Tenth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Spring 2013.",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2013/03/inspire-magazine-issue-10.pdf
jihadi-magazines,Inspire Magazine #11,"Eleventh issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Spring 2013.",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2013/05/inspire-magazine-issue-11.pdf
jihadi-magazines,Inspire Magazine #11,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2013/05/inspire-magazine-issue-11.pdf
jihadi-magazines,Inspire Magazine #12,Released by jihadology.net,,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2014/04/inspire-magazine-issue-12.pdf
jihadi-magazines,Inspire Magazine #12,"Twelfth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Spring 2014.",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2014/04/inspire-magazine-issue-12.pdf
jihadi-magazines,Inspire Magazine #13,"Thirteenth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Winter 2014, Released by jihadology.net",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2015/09/inspire-magazine-issue-13.pdf
jihadi-magazines,Inspire Magazine #14,"Fourteenth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Summer 2015, Released by jihadology.net",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2015/09/inspire-magazine-14.pdf
jihadi-magazines,Inspire Magazine #15,"Fifteenth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Spring 2016, Released by pietervanostaeyen.com",,Al-Qaeda in the Arabian Peninsula,https://pietervanostaeyen.files.wordpress.com/2016/05/inspire-spring-2016.pdf
jihadi-magazines,Inspire Magazine #16,"Sixteenth issue of al-Malahem Media's Al-Qaeda in the Arabian Peninsula magazine, Inspire. Published in Autumn 2016 , Released by jihadology.net",,Al-Qaeda in the Arabian Peninsula,https://azelin.files.wordpress.com/2016/11/inspire-magazine-16.pdf
jihadi-magazines,Resurgence Magazine #1,"First issue of As-Sahab Media Subcontinent's magazine, Resurgence. Published in Fall 2014.",,Al-Qaeda in the Indian Subcontinent,https://azelin.files.wordpress.com/2015/04/resurgence-1.pdf
jihadi-magazines,Resurgence Magazine #1,Released by jihadology.net,,Al-Qaeda in the Indian Subcontinent,https://azelin.files.wordpress.com/2015/04/resurgence-1.pdf
